GID	Pathway	Pathway_Name	Pathway_Class	Pathway_Subclass
9998	Cchi14940	ko04614	Renin-angiotensin system	Organismal Systems	Endocrine system
9999	Cchi14940	ko04640	Hematopoietic cell lineage	Organismal Systems	Immune system
10000	Cchi14954	ko04340	Hedgehog signaling pathway	Environmental Information Processing	Signal transduction
10001	Cchi14954	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing	Signal transduction
10002	Cchi14957	ko04310	Wnt signaling pathway	Environmental Information Processing	Signal transduction
10003	Cchi14957	ko04390	Hippo signaling pathway	Environmental Information Processing	Signal transduction
10004	Cchi14957	ko04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes	Cellular community - eukaryotes
10005	Cchi14957	ko04810	Regulation of actin cytoskeleton	Cellular Processes	Cell motility
10017	Cchi14960	ko00564	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
10018	Cchi14960	ko04725	Cholinergic synapse	Organismal Systems	Nervous system
10019	Cchi14961	ko00564	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
10020	Cchi14961	ko04725	Cholinergic synapse	Organismal Systems	Nervous system
10021	Cchi14966	ko04144	Endocytosis	Cellular Processes	Transport and catabolism
10022	Cchi14969	ko04722	Neurotrophin signaling pathway	Organismal Systems	Nervous system
10023	Cchi14969	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
10024	Cchi14976	ko03013	RNA transport	Genetic Information Processing	Translation
10025	Cchi14976	ko04150	mTOR signaling pathway	Environmental Information Processing	Signal transduction
10026	Cchi14976	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
10028	Cchi14980	ko03013	RNA transport	Genetic Information Processing	Translation
10029	Cchi14981	ko04722	Neurotrophin signaling pathway	Organismal Systems	Nervous system
10030	Cchi14981	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
10031	Cchi14984	ko04145	Phagosome	Cellular Processes	Transport and catabolism
10032	Cchi14984	ko04913	Ovarian steroidogenesis	Organismal Systems	Endocrine system
10033	Cchi14984	ko04925	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
10034	Cchi14984	ko04927	Cortisol synthesis and secretion	Organismal Systems	Endocrine system
10036	Cchi14984	ko04975	Fat digestion and absorption	Organismal Systems	Digestive system
10037	Cchi14984	ko04976	Bile secretion	Organismal Systems	Digestive system
10038	Cchi14984	ko04977	Vitamin digestion and absorption	Organismal Systems	Digestive system
10039	Cchi14984	ko04979	Cholesterol metabolism	Organismal Systems	Digestive system
10041	Cchi14987	ko00515	Mannose type O-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
10042	Cchi15004	ko04066	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
10047	Cchi15009	ko04320	Dorso-ventral axis formation	Organismal Systems	Development
10049	Cchi15016	ko04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
10050	Cchi15016	ko04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
10051	Cchi15016	ko04724	Glutamatergic synapse	Organismal Systems	Nervous system
10053	Cchi15019	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10054	Cchi15019	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
10055	Cchi15019	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
10056	Cchi15019	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
10057	Cchi15019	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
10058	Cchi15019	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10059	Cchi15019	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10060	Cchi15019	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10062	Cchi15021	ko00190	Oxidative phosphorylation	Metabolism	Energy metabolism
10063	Cchi15021	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
10064	Cchi15021	ko04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
10069	Cchi15033	ko03013	RNA transport	Genetic Information Processing	Translation
10070	Cchi15036	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10071	Cchi15036	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
10072	Cchi15036	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
10073	Cchi15036	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
10074	Cchi15036	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
10075	Cchi15036	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10076	Cchi15036	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10077	Cchi15036	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10079	Cchi15037	ko00310	Lysine degradation	Metabolism	Amino acid metabolism
10080	Cchi15047	ko00062	Fatty acid elongation	Metabolism	Lipid metabolism
10081	Cchi15050	ko00260	Glycine, serine and threonine metabolism	Metabolism	Amino acid metabolism
10082	Cchi15050	ko00330	Arginine and proline metabolism	Metabolism	Amino acid metabolism
10083	Cchi15050	ko00340	Histidine metabolism	Metabolism	Amino acid metabolism
10084	Cchi15050	ko00350	Tyrosine metabolism	Metabolism	Amino acid metabolism
10085	Cchi15050	ko00360	Phenylalanine metabolism	Metabolism	Amino acid metabolism
10086	Cchi15050	ko00380	Tryptophan metabolism	Metabolism	Amino acid metabolism
10087	Cchi15050	ko00950	Isoquinoline alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
10088	Cchi15050	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10089	Cchi15050	ko04726	Serotonergic synapse	Organismal Systems	Nervous system
10090	Cchi15050	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
10094	Cchi15051	ko00260	Glycine, serine and threonine metabolism	Metabolism	Amino acid metabolism
10095	Cchi15051	ko00330	Arginine and proline metabolism	Metabolism	Amino acid metabolism
10096	Cchi15051	ko00340	Histidine metabolism	Metabolism	Amino acid metabolism
10097	Cchi15051	ko00350	Tyrosine metabolism	Metabolism	Amino acid metabolism
10098	Cchi15051	ko00360	Phenylalanine metabolism	Metabolism	Amino acid metabolism
10099	Cchi15051	ko00380	Tryptophan metabolism	Metabolism	Amino acid metabolism
10100	Cchi15051	ko00950	Isoquinoline alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
10101	Cchi15051	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10102	Cchi15051	ko04726	Serotonergic synapse	Organismal Systems	Nervous system
10103	Cchi15051	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
10107	Cchi15055	ko03010	Ribosome	Genetic Information Processing	Translation
10108	Cchi15056	ko00061	Fatty acid biosynthesis	Metabolism	Lipid metabolism
10109	Cchi15056	ko00780	Biotin metabolism	Metabolism	Metabolism of cofactors and vitamins
10110	Cchi15057	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
10111	Cchi15059	ko00230	Purine metabolism	Metabolism	Nucleotide metabolism
10112	Cchi15059	ko00240	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
10113	Cchi15059	ko03020	RNA polymerase	Genetic Information Processing	Transcription
10114	Cchi15059	ko04623	Cytosolic DNA-sensing pathway	Organismal Systems	Immune system
10116	Cchi15063	ko00562	Inositol phosphate metabolism	Metabolism	Carbohydrate metabolism
10117	Cchi15063	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing	Signal transduction
10118	Cchi15066	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
10119	Cchi15067	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
10120	Cchi15075	ko03015	mRNA surveillance pathway	Genetic Information Processing	Translation
10121	Cchi15075	ko04071	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
10122	Cchi15075	ko04111	Cell cycle - yeast	Cellular Processes	Cell growth and death
10123	Cchi15075	ko04113	Meiosis - yeast	Cellular Processes	Cell growth and death
10124	Cchi15075	ko04114	Oocyte meiosis	Cellular Processes	Cell growth and death
10125	Cchi15075	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
10126	Cchi15075	ko04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
10127	Cchi15075	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
10128	Cchi15075	ko04350	TGF-beta signaling pathway	Environmental Information Processing	Signal transduction
10129	Cchi15075	ko04390	Hippo signaling pathway	Environmental Information Processing	Signal transduction
10130	Cchi15075	ko04391	Hippo signaling pathway - fly	Environmental Information Processing	Signal transduction
10131	Cchi15075	ko04530	Tight junction	Cellular Processes	Cellular community - eukaryotes
10132	Cchi15075	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
10133	Cchi15075	ko04730	Long-term depression	Organismal Systems	Nervous system
10137	Cchi15084	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10138	Cchi15084	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
10139	Cchi15084	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
10140	Cchi15084	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
10141	Cchi15084	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
10142	Cchi15084	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10143	Cchi15084	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10144	Cchi15084	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10146	Cchi15087	ko04020	Calcium signaling pathway	Environmental Information Processing	Signal transduction
10147	Cchi15087	ko04080	Neuroactive ligand-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
10148	Cchi15099	ko00480	Glutathione metabolism	Metabolism	Metabolism of other amino acids
10149	Cchi15099	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10150	Cchi15099	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10151	Cchi15099	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10158	Cchi15122	ko00480	Glutathione metabolism	Metabolism	Metabolism of other amino acids
10159	Cchi15122	ko04614	Renin-angiotensin system	Organismal Systems	Endocrine system
10160	Cchi15122	ko04640	Hematopoietic cell lineage	Organismal Systems	Immune system
10161	Cchi15131	ko00073	Cutin, suberine and wax biosynthesis	Metabolism	Lipid metabolism
10162	Cchi15131	ko04146	Peroxisome	Cellular Processes	Transport and catabolism
10163	Cchi15131	ko04212	Longevity regulating pathway - worm	Organismal Systems	Aging
10164	Cchi15143	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10165	Cchi15144	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10166	Cchi15145	ko04138	Autophagy - yeast	Cellular Processes	Transport and catabolism
10167	Cchi15145	ko04144	Endocytosis	Cellular Processes	Transport and catabolism
10168	Cchi15153	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10169	Cchi15153	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
10170	Cchi15153	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
10171	Cchi15153	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
10172	Cchi15153	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
10173	Cchi15153	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10174	Cchi15153	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10175	Cchi15153	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10177	Cchi15161	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10178	Cchi15161	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
10179	Cchi15161	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
10180	Cchi15161	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
10181	Cchi15161	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
10182	Cchi15161	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10183	Cchi15161	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
10184	Cchi15161	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
10186	Cchi15167	ko00500	Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism
10191	Cchi15186	ko04012	ErbB signaling pathway	Environmental Information Processing	Signal transduction
10192	Cchi15186	ko04066	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
10193	Cchi15186	ko04140	Autophagy - animal	Cellular Processes	Transport and catabolism
10194	Cchi15186	ko04150	mTOR signaling pathway	Environmental Information Processing	Signal transduction
10195	Cchi15186	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
10196	Cchi15186	ko04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
10197	Cchi15186	ko04211	Longevity regulating pathway	Organismal Systems	Aging
10198	Cchi15186	ko04212	Longevity regulating pathway - worm	Organismal Systems	Aging
10199	Cchi15186	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
10200	Cchi15186	ko04350	TGF-beta signaling pathway	Environmental Information Processing	Signal transduction
10201	Cchi15186	ko04371	Apelin signaling pathway	Environmental Information Processing	Signal transduction
10202	Cchi15186	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems	Immune system
10203	Cchi15186	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
10204	Cchi15186	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
10216	Cchi15188	ko04360	Axon guidance	Organismal Systems	Development
10217	Cchi15189	ko00190	Oxidative phosphorylation	Metabolism	Energy metabolism
10218	Cchi15189	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
10219	Cchi15189	ko04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
10224	Cchi15194	ko04142	Lysosome	Cellular Processes	Transport and catabolism
10225	Cchi15199	ko03010	Ribosome	Genetic Information Processing	Translation
10226	Cchi15201	ko00680	Methane metabolism	Metabolism	Energy metabolism
10227	Cchi15204	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
10228	Cchi15204	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
